customernumber;date;salutation;title;domain;datecreated;newsletter;model;paymenttype;deliverytype;invoicepostcode;delivpostcode;voucher;advertisingdatacode;case;numberitems;gift;entry;points;shippingcosts;deliverydatepromised;deliverydatereal;weight;remi;cancel;used;w0;w1;w2;w3;w4;w5;w6;w7;w8;w9;w10;target90
971;2008-12-10;1;0;9;2008-11-02;0;1;0;0;31; ;1;AX;1;1;0;0;0;0;2008-12-12;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
973;2008-06-08;1;1;12;2008-06-08;1;3;2;0;83; ;0;AQ;3;1;0;0;0;0;2008-06-10;2008-06-09;797;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
980;2008-08-09;0;0;12;2008-08-09;0;3;1;1;42; ;0; ;5;5;0;1;0;0;2008-08-26;2008-08-15;1627;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0
985;2008-11-27;2;0;4;2008-11-27;0;1;1;1;26; ;0; ;2;1;0;0;0;0;2008-12-01;2008-11-28;126;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
992;2008-10-12;1;0;9;2008-10-12;1;3;0;0;26; ;0; ;4;1;0;1;0;0;2008-10-14;2008-10-13;925;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
999;2008-10-24;0;0;9;2008-10-24;0;1;0;0;1; ;0; ;4;3;0;0;0;0;2008-10-28;2008-10-25;913;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
1002;2008-05-13;2;0;12;2008-05-13;0;1;3;0;76; ;0; ;3;1;0;0;0;0;2009-05-15;2008-05-21;575;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
1008;2008-09-11;1;0;8;2008-09-11;0;1;0;0;33; ;1;AR;1;1;0;0;0;0;2008-09-15;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1009;2008-05-18;1;0;8;2008-05-18;1;1;2;0;83; ;0; ;4;8;0;0;0;0;2008-06-03;2008-05-30;1115;0;0;0;0;0;7;0;0;0;0;0;0;1;0;1
1015;2008-11-17;1;0;8;2008-11-17;0;1;2;0;72; ;0; ;3;1;0;0;0;0;2008-11-18;2008-11-17;539;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1020;2008-12-05;0;0;0;2008-12-05;1;2;0;0;44; ;0; ;4;3;0;1;0;0;2008-12-19;2008-12-11;812;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0
1026;2008-08-08;1;0;12;2008-08-08;0;1;3;0;28; ;1;AZ;1;1;0;0;0;0;2008-08-12;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1027;2008-11-13;0;0;11;2008-11-13;0;1;0;0;64; ;0; ;4;1;0;0;0;0;2008-11-14;2008-11-13;200;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0
1033;2008-12-28;0;0;9;2008-12-28;1;3;1;1;89; ;0; ;4;4;0;1;0;0;2009-01-13;2008-12-30;1350;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0
1034;2008-08-11;0;0;9;2008-08-11;0;1;2;0;66;50;0; ;3;1;0;0;0;0;2008-08-13;2008-08-12;851;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1039;2008-08-26;0;0;4;2008-08-26;1;2;1;1;52; ;0; ;3;1;0;1;0;0;2008-08-28;2008-08-28;501;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
1048;2008-05-29;2;0;2;2008-05-29;0;1;0;0;15; ;0; ;4;3;0;0;0;0;2008-06-02;2008-05-30;789;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0
1051;2008-04-23;0;0;8;2008-04-23;0;1;0;0;95; ;0;BQ;3;2;0;0;0;0;2008-04-25;2008-04-25;725;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0
1052;2008-07-26;0;0;11;2008-07-26;0;1;0;0;99; ;0;BL;3;2;0;0;0;0;2008-07-29;2008-07-28;1464;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
1054;2008-11-14;0;0;12;2008-11-14;0;1;2;0;20; ;0; ;2;1;0;0;0;0;2008-11-17;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1057;2008-06-07;1;0;9;2008-06-07;0;2;0;0;52; ;1; ;2;1;0;1;0;0;2008-06-10;2008-06-09;542;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1060;2008-08-28;0;0;8;2008-08-28;0;1;2;0;40; ;0;BQ;5;4;0;0;0;0;2008-08-29;2008-08-29;1441;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0
1067;2008-07-02;0;0;4;2008-07-02;0;1;0;0;12; ;0;AB;4;3;0;0;0;0;2008-08-01;2008-07-03;1562;1;0;1;2;0;1;0;0;0;0;0;0;0;0;0
1073;2008-12-22;0;0;4;2008-12-22;0;1;0;0;25; ;1;AX;1;1;0;0;0;0;2008-12-24;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1076;2008-12-19;0;0;4;2008-12-19;0;1;1;1;55; ;0; ;5;1;0;0;0;0;2008-12-23;2008-12-23;3;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1082;2008-07-30;0;0;11;2008-07-30;0;1;0;0;13; ;1;AR;1;1;0;0;0;0;2008-07-31;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1090;2008-06-22;0;0;4;2008-06-22;0;1;0;0;24; ;1;BQ;4;4;0;0;0;0;2008-06-24;2008-06-23;1360;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0
1097;2008-09-23;0;0;8;2008-09-23;0;1;0;0;91; ;0;BR;1;1;0;0;0;1;2008-09-25;2008-09-25;365;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1100;2008-12-16;0;0;9;2008-12-16;0;1;2;0;4; ;0; ;4;1;0;0;0;0;2008-12-30;2009-02-02;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1105;2008-07-26;1;0;12;2008-07-26;0;1;2;0;24; ;1; ;4;2;0;0;0;0;2008-07-29;2008-07-28;833;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
1107;2008-12-06;0;0;9;2008-12-06;0;1;0;0;24; ;0; ;4;2;0;0;0;0;2009-01-21;2008-12-27;675;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
1108;2008-09-05;1;0;12;2008-09-05;0;1;2;0;57; ;0; ;2;1;0;0;0;1;2008-09-08;2008-09-05;814;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1118;2008-04-14;1;0;8;2008-04-14;0;1;3;0;83; ;0; ;3;1;0;0;0;0;2008-04-16;2008-04-15;966;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1119;2008-06-19;1;0;8;2008-06-19;0;1;0;0;31; ;0;BR;4;3;0;0;0;0;2008-06-23;2008-06-20;1225;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0
1130;2008-07-25;0;0;9;2008-07-25;0;2;0;0;45; ;1; ;2;2;0;1;0;0;2008-07-29;2008-07-26;1016;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
1134;2008-07-22;0;0;4;2008-07-22;0;1;0;0;45; ;0; ;3;2;0;0;0;0;2008-08-05;2008-07-25;690;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
1156;2008-08-22;2;0;9;2008-08-22;0;1;0;0;37; ;0; ;5;1;0;0;0;0;2009-08-25;0000-00-00;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1162;2008-04-17;2;0;9;2008-04-17;0;1;0;0;4; ;1; ;1;1;0;0;0;0;2008-04-21;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1168;2008-07-05;1;0;9;2008-07-05;0;1;0;0;32; ;0; ;4;2;0;0;0;0;2008-07-08;2008-07-05;243;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
1169;2008-05-14;2;0;12;2008-05-14;0;1;0;0;58; ;0;BQ;5;2;0;0;0;0;2008-05-27;2008-05-28;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
1190;2008-12-04;1;0;5;2008-12-04;0;1;2;0;74; ;0; ;4;2;0;0;0;0;2008-12-08;2008-12-05;1114;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
1193;2008-06-16;0;0;4;2008-06-16;0;2;1;1;44; ;0; ;4;3;0;1;0;0;2008-06-17;2008-06-17;998;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1
1194;2008-08-25;1;0;8;2008-08-25;0;1;0;0;85; ;1;AR;1;1;0;0;0;0;2008-08-26;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1197;2008-06-16;1;0;9;2008-06-16;0;3;1;1;76; ;0; ;4;1;0;1;0;0;2008-06-18;2008-06-17;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
1201;2008-12-04;0;0;5;2008-12-04;1;1;0;0;33; ;0; ;4;1;0;0;0;0;2008-12-05;2008-12-05;916;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
1203;2008-08-12;0;0;12;2008-08-12;0;1;0;0;26; ;0;BR;4;3;0;0;0;0;2008-08-14;2008-08-13;949;1;0;0;1;0;2;0;0;0;0;0;0;0;0;1
1212;2008-08-14;0;0;1;2008-08-14;1;2;0;0;47; ;0; ;5;2;0;1;0;0;2008-08-18;2008-08-16;852;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
1215;2008-09-05;1;0;9;2008-09-05;0;1;0;0;66; ;1; ;1;1;0;0;0;0;2008-09-08;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1222;2008-05-05;0;0;0;2008-05-05;0;1;1;1;65; ;0; ;2;1;0;0;0;0;2008-05-07;2008-05-06;227;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1224;2008-07-30;0;0;11;2008-07-30;1;1;1;1;52; ;0; ;4;5;0;0;0;0;2008-07-31;2008-07-30;1950;0;0;0;1;4;0;0;0;0;0;0;0;0;0;1
1229;2008-10-06;1;0;8;2008-10-06;0;1;3;0;26; ;0; ;2;1;0;0;0;1;2008-10-21;2008-10-18;525;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
1235;2008-09-15;0;0;12;2008-09-15;0;3;1;1;37; ;0; ;5;6;0;1;0;0;2008-09-30;2008-09-17;2224;0;0;0;2;4;0;0;0;0;0;0;0;0;0;1
1242;2008-05-16;1;0;4;2008-05-16;0;1;3;0;28; ;0; ;4;3;0;0;0;0;2008-05-19;2008-05-16;992;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0
1249;2008-08-11;1;0;9;2008-08-11;0;3;0;0;99; ;0; ;4;2;0;1;0;0;2008-08-12;2008-08-12;787;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
1253;2008-11-07;2;0;12;2008-11-07;0;3;0;0;61; ;0; ;4;1;0;1;0;0;2008-11-10;2008-11-07;890;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1255;2008-08-11;0;0;4;2008-08-11;0;1;0;0;72; ;1;AR;1;1;0;0;0;0;2008-08-12;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1256;2008-04-16;2;0;9;2008-04-16;0;1;0;0;19; ;0;BT;3;1;0;0;0;0;2008-04-18;2008-04-17;310;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1257;2008-12-29;0;0;2;2008-12-29;0;1;0;0;76; ;0; ;1;1;0;0;0;1;2009-01-13;2008-12-30;205;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1267;2008-11-24;0;0;11;2008-11-24;0;3;0;0;18; ;0; ;5;4;0;1;0;0;2008-11-25;2008-11-24;1209;4;0;0;0;0;0;0;0;0;0;0;0;1;3;0
1268;2008-05-13;0;0;9;2008-05-13;0;1;2;0;24; ;0; ;2;1;0;0;0;1;2008-05-14;2008-05-13;176;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1277;2008-07-29;0;0;0;2008-07-29;1;3;0;0;20; ;0; ;4;3;0;1;0;0;2008-07-30;2008-07-29;1095;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
1280;2008-06-07;0;0;4;2008-06-07;0;1;0;0;85; ;0; ;4;1;0;0;0;0;2009-06-09;0000-00-00;760;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1281;2008-12-03;0;0;12;2008-12-03;0;1;0;0;71; ;0; ;3;1;0;0;0;0;2009-12-08;2009-12-06;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1288;2008-10-05;0;0;4;2008-10-05;0;2;1;1;58; ;0; ;2;2;0;1;0;0;2009-10-08;2009-01-23;735;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
1290;2008-06-28;1;0;8;2008-06-28;1;1;2;0;33; ;0; ;3;3;0;0;0;0;2008-07-01;2008-06-30;638;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1
1291;2008-06-30;2;0;12;2008-06-30;0;1;2;0;48; ;0; ;5;9;0;0;0;0;2008-07-02;2008-07-01;3570;0;0;0;1;0;8;0;0;0;0;0;0;0;0;0
1293;2008-10-05;1;0;2;2008-10-05;0;1;2;0;48; ;0; ;4;1;0;0;0;0;2008-10-21;2008-10-07;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1309;2008-12-11;0;0;4;2008-12-11;0;3;1;1;30; ;0; ;1;1;0;1;0;0;2008-12-15;2008-12-13;241;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
1321;2008-09-09;0;0;4;2008-09-09;0;3;1;1;16; ;0; ;2;2;0;1;0;0;2008-09-11;2008-09-10;358;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1
1323;2008-08-14;0;0;4;2008-08-14;0;3;0;0;78; ;0; ;5;3;0;1;0;0;2008-08-18;2008-08-16;293;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0
1335;2008-09-10;0;0;1;2008-09-10;0;3;1;1;22; ;0; ;3;2;0;1;0;0;2008-09-11;2008-09-10;826;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1
1338;2008-08-08;0;0;9;2008-08-08;0;1;0;0;25; ;0; ;4;2;1;0;0;0;2008-08-12;2008-08-09;1754;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
1342;2008-12-22;1;0;4;2008-12-22;0;1;0;0;56; ;0; ;2;1;0;0;0;1;2009-01-06;2009-01-09;377;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1347;2008-08-08;0;0;1;2008-08-08;0;1;1;1;41; ;0;BR;4;2;0;0;0;0;2008-08-11;2008-08-08;843;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
1348;2008-07-09;0;0;0;2008-07-09;0;1;3;0;31; ;0;BQ;5;20;0;0;0;0;2008-07-11;2008-07-11;5857;0;0;3;2;0;18;0;0;0;0;0;0;0;0;0
1349;2008-11-15;1;0;0;2008-11-15;0;1;0;0;1; ;1;AX;1;1;0;0;0;0;2008-11-18;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1358;2008-10-07;1;0;4;2008-10-07;0;3;1;1;71; ;0; ;1;1;0;1;0;0;2008-10-09;2008-10-09;217;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
1359;2008-04-24;1;0;11;2008-04-24;0;2;1;1;52; ;0; ;2;1;0;1;0;0;2008-04-25;2008-04-24;114;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1367;2008-12-30;0;0;12;2008-12-30;0;3;1;1;90; ;0; ;1;1;0;1;0;0;2009-01-05;2009-01-02;216;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1368;2008-06-28;0;0;10;2008-06-28;0;1;3;0;71; ;0;AB;2;3;0;0;0;0;2008-07-01;0000-00-00;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0
1370;2008-09-08;0;0;9;2008-09-08;0;1;0;0;26; ;0; ;2;2;0;0;0;1;2008-09-10;2008-09-09;332;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
1371;2008-04-06;1;0;8;2008-04-06;0;2;0;0;52; ;0; ;5;3;0;1;0;0;2008-04-22;2008-04-07;1389;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
1373;2008-11-07;2;0;12;2008-11-07;0;3;3;0;20; ;0; ;3;1;0;1;0;0;2008-11-10;2008-11-07;715;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1377;2008-08-15;1;0;12;2008-08-15;0;3;0;0;88; ;0; ;2;1;0;1;0;1;2008-08-18;2008-08-15;59;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1386;2008-07-02;0;0;9;2008-07-02;0;2;1;1;50; ;0; ;2;1;0;1;0;0;2008-08-01;2008-07-03;476;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1396;2008-11-25;1;0;9;2008-11-25;0;1;0;0;37; ;0;BQ;5;4;0;0;0;0;2008-11-27;2008-11-26;1664;0;0;0;0;0;0;0;0;0;1;1;0;0;2;0
1407;2008-11-07;0;0;8;2008-11-07;0;3;1;1;63; ;0; ;2;1;0;1;0;0;2008-11-10;2008-11-08;677;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1409;2008-10-15;1;0;8;2008-10-15;1;1;0;0;63; ;0; ;4;6;0;0;0;0;2008-10-17;2008-10-16;1683;0;0;5;1;5;0;0;0;0;0;0;0;0;0;1
1419;2008-10-21;0;0;1;2008-10-21;0;1;0;0;6; ;0; ;5;2;0;0;0;0;2008-10-23;2008-10-22;4;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0
1420;2008-08-30;0;0;4;2008-08-30;0;1;2;0;47; ;1;BQ;1;1;0;0;0;0;2008-09-02;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1425;2008-11-05;2;0;12;2008-11-05;0;1;0;0;14; ;0; ;5;1;0;0;0;0;2008-11-18;2008-12-07;624;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1427;2008-10-30;0;0;6;2008-10-30;0;1;3;0;97; ;0;AB;4;2;0;0;0;0;2008-10-31;2008-10-30;632;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1
1428;2008-08-18;0;0;8;2008-08-18;0;3;1;1;42; ;0; ;3;1;0;1;0;0;2008-08-20;2008-08-19;747;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
1433;2008-11-20;1;0;12;2008-11-20;1;1;3;0;85; ;0;CA;4;4;0;0;0;0;2008-11-24;0000-00-00;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1
1460;2008-08-08;0;0;12;2008-08-08;1;2;2;0;50; ;0; ;4;2;0;1;0;0;2008-08-11;2008-08-08;478;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1
1462;2008-04-10;2;0;4;2008-04-10;0;1;2;0;41; ;0; ;5;1;0;0;0;0;2009-04-14;2008-04-21;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1466;2008-12-29;0;0;12;2008-12-29;0;1;1;1;59; ;0; ;1;1;0;0;0;0;2008-12-30;2008-12-30;53;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
1475;2008-09-25;0;0;5;2008-09-25;0;1;2;0;63; ;0;BO;5;3;0;0;0;0;2008-09-29;2008-09-26;2123;0;0;0;6;0;0;0;0;0;0;0;0;0;0;1
1477;2008-09-17;1;0;8;2008-09-17;1;1;2;0;58; ;1;AX;1;1;0;0;0;0;2008-09-19;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
1480;2008-11-28;0;0;4;2008-11-28;0;2;0;0;45; ;1; ;1;5;0;1;0;0;2008-12-01;2008-11-28;1190;0;0;0;2;3;0;0;0;0;0;0;0;0;0;1
1481;2008-12-01;0;0;12;2008-12-01;0;2;1;1;52; ;0; ;2;2;0;1;0;0;2008-12-03;2008-12-03;220;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1
1491;2008-08-12;2;0;2;2008-08-12;0;1;0;0;55; ;0; ;4;3;0;0;0;0;2008-08-13;2008-08-13;924;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0
1495;2008-12-14;1;0;9;2008-12-14;0;1;0;0;30;30;0; ;4;4;0;0;0;0;2008-12-30;2009-01-06;796;0;0;0;1;0;0;0;0;0;0;0;0;1;2;1
1505;2008-11-12;0;0;2;2008-11-12;0;3;1;1;54; ;0; ;5;9;0;1;0;0;2008-11-26;2008-11-20;4781;0;0;0;6;2;0;0;0;0;0;0;0;1;0;0
1506;2008-07-28;0;0;5;2008-07-28;1;2;0;0;59; ;0; ;4;4;0;1;0;0;2008-07-29;2008-07-28;1433;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0
1509;2008-12-15;0;0;8;2008-12-15;1;1;3;0;66;22;0;BQ;4;1;0;0;0;0;2008-12-30;2009-01-06;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1511;2008-07-04;0;0;12;2008-07-04;1;2;3;0;50;51;0; ;5;3;0;1;0;0;2008-07-07;2008-07-04;2161;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
1527;2008-12-04;1;0;8;2008-12-04;0;1;0;0;65; ;0; ;5;2;0;0;0;0;2008-12-08;2008-12-05;609;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
1530;2008-09-11;2;0;0;2008-09-11;0;2;0;0;41; ;1; ;3;2;0;1;0;0;2008-09-12;2008-09-12;493;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
1538;2008-09-21;1;0;12;2008-09-21;0;1;0;0;60; ;1;AX;1;1;0;0;0;0;2008-09-23;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1557;2008-07-18;0;0;4;2008-07-18;0;2;1;1;45; ;0; ;1;1;0;1;0;0;2008-07-21;2008-07-18;257;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1569;2008-10-06;0;0;12;2008-10-06;0;3;1;1;94; ;0;BD;4;4;0;1;0;0;2008-10-07;2008-10-07;910;1;0;0;1;0;0;0;1;0;0;0;0;0;2;1
1572;2008-12-18;0;0;12;2008-12-18;0;1;1;1;46; ;0; ;2;1;0;0;0;0;2008-12-19;2008-12-18;123;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1585;2008-10-23;0;0;9;2008-10-23;0;3;0;0;37; ;0; ;4;2;0;1;0;0;2008-10-24;2008-10-23;887;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
1590;2008-09-02;0;0;5;2008-09-02;1;1;0;0;50; ;1;AR;1;1;0;0;0;0;2008-09-03;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1591;2008-04-26;0;0;4;2008-04-26;0;1;2;0;83;83;0; ;4;1;0;0;0;0;2008-04-29;2008-04-28;744;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
1597;2008-12-02;1;0;12;2008-12-02;0;1;3;0;60; ;0; ;1;1;0;0;0;0;2008-12-03;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1602;2008-12-02;1;0;8;2008-12-02;0;3;2;0;80; ;0; ;2;1;0;1;0;1;2008-12-04;2008-12-03;257;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
1610;2008-11-18;0;0;8;2008-11-18;0;1;0;0;73; ;0; ;4;1;0;0;0;0;2008-11-19;2008-11-18;641;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
1616;2008-06-20;1;0;12;2008-06-19;0;1;1;1;81; ;0; ;5;1;0;0;0;0;2008-06-24;2008-06-23;503;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
1620;2008-07-19;0;0;9;2008-07-19;0;2;1;1;52; ;0; ;4;2;0;1;0;0;2008-07-22;2008-07-21;719;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0
1623;2008-05-27;0;0;0;2008-05-27;0;1;0;0;10; ;0; ;4;3;0;0;0;0;2008-06-10;2008-06-06;1299;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0
1627;2008-06-09;0;0;8;2008-06-09;0;2;1;1;59; ;0; ;1;1;0;1;0;0;2008-06-11;2008-06-10;197;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
1630;2008-12-17;1;0;9;2008-12-17;0;1;3;0;72;72;0; ;4;2;0;0;0;0;2008-12-19;2008-12-19;1027;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
1637;2008-08-07;0;0;9;2008-08-07;1;3;1;1;24; ;0; ;4;4;0;1;0;0;2008-08-11;2008-08-08;1639;0;0;0;3;0;1;0;0;0;0;0;0;0;0;1
1640;2008-07-31;0;0;0;2008-07-31;0;1;3;0;73;76;1; ;3;1;0;0;0;0;2008-08-04;2008-08-01;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1642;2008-08-27;0;0;9;2008-08-27;0;2;3;0;40; ;1; ;4;3;0;1;0;0;2008-08-29;2008-08-29;1669;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
1658;2008-08-25;0;0;5;2008-08-25;0;3;0;0;25; ;0; ;5;1;0;1;0;0;2008-08-27;2008-08-26;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1659;2008-10-31;0;0;12;2008-10-31;0;3;0;0;24; ;0; ;1;1;0;1;0;0;2008-11-03;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1661;2008-12-17;0;0;4;2008-12-17;0;1;1;1;4; ;0; ;1;1;0;0;0;0;2008-12-18;2008-12-17;1024;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
1676;2008-10-25;0;0;4;2008-10-25;1;3;2;0;85; ;0; ;5;8;0;1;0;0;2008-10-28;2008-10-25;2391;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0
1684;2008-09-28;1;0;12;2008-09-28;0;3;1;1;21; ;0; ;2;2;0;1;0;0;2008-09-30;2008-09-30;325;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
1686;2008-07-28;1;0;4;2008-07-28;0;1;3;0;24; ;1; ;3;2;0;0;0;0;2008-07-29;2008-07-29;412;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1
1698;2008-12-13;0;0;4;2008-12-13;0;2;0;0;50; ;0;BD;3;4;0;1;0;0;2009-12-17;2009-03-13;1556;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0
1720;2008-12-03;0;0;4;2008-12-03;0;2;2;0;52; ;0; ;4;2;0;1;0;0;2008-12-05;2008-12-04;995;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1
1725;2008-12-14;1;0;12;2008-12-14;0;1;0;0;30; ;0; ;4;1;0;0;0;0;2008-12-16;2008-12-16;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
1729;2008-08-09;0;0;4;2008-08-09;0;2;2;0;46; ;1; ;1;1;0;1;0;0;2008-08-12;2008-08-11;967;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1733;2008-10-25;0;0;12;2008-10-25;0;1;0;0;95; ;0; ;5;1;0;0;0;0;2008-10-28;2008-10-27;570;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
1751;2008-04-06;0;0;4;2008-04-06;0;3;0;0;97;97;0; ;3;2;0;1;0;0;2009-04-09;2008-04-16;786;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
1761;2008-04-13;1;0;4;2008-04-13;1;1;3;0;50; ;0; ;1;1;0;0;0;0;2008-04-15;0000-00-00;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
1773;2008-06-10;0;0;12;2008-06-10;0;1;1;1;30; ;0; ;2;1;0;0;0;0;2008-06-12;2008-06-11;442;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1774;2008-08-21;0;0;12;2008-08-21;0;3;1;1;26; ;0; ;4;2;0;1;0;0;2008-09-04;2008-10-05;1140;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1
